well_a,well_b,min_xy_dist_ft,sample_min_xy_dist_ft,global_angle_deg,eval_angle_deg,local_angle_at_closest_deg,a_md,b_md,a_closest_idx,b_closest_idx,a_x,a_y,b_x,b_y,a_length_ft,b_length_ft,a_eval_start_idx,a_eval_end_idx,b_eval_start_idx,b_eval_end_idx,a_start_x,a_start_y,a_end_x,a_end_y,b_start_x,b_start_y,b_end_x,b_end_y,a_rows_within_250ft,b_rows_within_250ft,min_rows_within_250ft,a_max_run_within_250ft,b_max_run_within_250ft,min_max_run_within_250ft,a_rows_within_500ft,b_rows_within_500ft,min_rows_within_500ft,a_max_run_within_500ft,b_max_run_within_500ft,min_max_run_within_500ft,a_rows_within_1000ft,b_rows_within_1000ft,min_rows_within_1000ft,a_max_run_within_1000ft,b_max_run_within_1000ft,min_max_run_within_1000ft
26623a50,aa95015b,314.83390938693304,314.9478948970223,175.3565016700694,175.2066693020862,176.37885283318047,13510.0,16506.0,2642,5760,3001355.41,1111724.61,3001661.69,1111797.5,6956.805695180804,5317.637227801506,1744,7478,1461,5760,3001787.98,1109641.92,3000364.0,1116451.43,3000998.18,1117073.58,3001661.69,1111797.5,0,0,0,0,0,0,2763,2354,2354,2763,2354,2354,5787,5761,5761,5787,5761,5761
5f6756c5,8648abae,315.9182275528139,315.9307661497936,177.37626949804329,176.43858346599706,179.78243048925555,17381.0,11917.0,5978,674,3014728.24,1109675.86,3014471.35,1109491.98,7402.857078250111,5480.09550950529,2133,8063,1842,6085,3017743.46,1105291.45,3013507.95,1111362.92,3014357.27,1109630.71,3017283.65,1104997.38,0,0,0,0,0,0,3919,4138,3919,3919,4138,3919,7105,6086,6086,7105,6086,6086
43b06c70,fd8f77fa,320.37540479871654,320.37540479871654,157.605017860622,158.58415349498324,161.80024423419235,17869.0,17426.0,6589,6755,3004283.6,1110549.04,3004145.16,1110837.96,6058.52422764822,6158.772157662538,1744,6589,1484,6755,3006368.17,1104860.43,3004283.6,1110549.04,3004389.08,1116991.9,3004145.16,1110837.96,0,0,0,0,0,0,181,191,181,181,191,181,683,705,683,683,705,683
ba48188d,ec13af42,322.78770019914134,322.92488429960014,176.81369710220764,175.83040520359842,175.82603852012804,17499.0,14298.0,5533,2864,3008537.95,1089425.97,3008777.32,1089642.52,5275.891225461355,6752.203978687196,1368,5533,1900,7361,3011773.22,1085258.47,3008537.95,1089425.97,3007301.14,1091356.81,3011731.77,1086261.54,0,0,0,0,0,0,2925,3306,2925,2925,3306,2925,5502,5462,5462,5502,5462,5462
4c3df468,98bc6f66,323.23448454623804,323.2965773092364,178.15602494771946,178.05423487822125,179.9002011439764,10716.0,11109.0,183,826,2883184.68,1019928.64,2883416.34,1020154.06,6601.003749430744,7250.185129001951,1511,6902,1657,7719,2883163.42,1019948.76,2887336.32,1014834.06,2883662.75,1019879.9,2878901.07,1025347.22,0,0,0,0,0,0,1032,1210,1032,1032,1210,1032,1605,1784,1605,1605,1784,1605
261785ee,a4719920,324.6608083829337,324.74196156327446,179.13263141298313,179.68067700702508,177.42524717407116,10955.0,11868.0,322,668,2989009.01,1089036.25,2988733.02,1088865.27,4875.42788991916,7156.753985208659,1866,5511,1611,7494,2989015.37,1089028.54,2987249.34,1093572.87,2988527.31,1089161.46,2991220.39,1082530.74,0,0,0,0,0,0,1217,1028,1028,1217,1028,1028,1842,1593,1593,1842,1593,1593
230eaaa3,9dfff011,324.9353426452785,324.9353426452785,155.16193231578472,154.1348792575298,147.150626240596,16838.0,16838.0,6450,6066,2984669.51,1096255.23,2984935.86,1096069.11,5844.610557513644,5482.7748458059,1761,6450,1748,6066,2980760.9,1100600.6,2984669.51,1096255.23,2986551.03,1090829.64,2984935.86,1096069.11,0,0,0,0,0,0,177,206,177,177,206,177,680,732,680,680,732,680
20402d71,b7cdcecb,324.9707969956317,325.12809321863017,177.93643181002005,178.4959869671957,123.69444422179852,11247.0,10481.0,888,0,2885205.73,1021464.93,2884974.58,1021236.51,7457.251919909747,7258.097097752251,1558,7929,1452,7619,2885490.98,1021152.32,2880464.49,1026660.95,2884974.58,1021236.51,2889670.6,1015702.31,0,0,0,0,0,0,1275,1092,1092,1275,1092,1092,1838,1684,1684,1838,1684,1684
2fe023be,5397ceb1,326.85653259496496,327.045172720963,177.30614826238084,176.60979896067556,179.98316183522192,11547.0,11433.0,587,263,2990148.43,1089370.17,2990462.43,1089460.94,5488.309316328431,6430.251919738481,1839,6059,1556,6810,2990180.32,1089270.81,2987910.93,1094267.95,2990465.23,1089508.6,2992846.0,1083535.32,0,0,0,0,0,0,1033,830,830,1033,830,830,1600,1406,1406,1600,1406,1406
49dbc14c,dd7d638e,328.6237588795929,328.65929547187875,178.32006045680083,179.95235802893723,174.78137698491338,15703.0,11997.0,5197,1496,2913367.87,1043006.64,2913137.32,1042772.46,4908.556311880422,5463.2151552451005,1326,5197,1745,6045,2910241.17,1046790.51,2913367.87,1043006.64,2913821.38,1042149.74,2910219.4,1046257.35,0,0,0,0,0,0,5004,4957,4957,5004,4957,4957,5198,6046,5198,5198,6046,5198
7acda2df,b56bc0aa,328.8816055967108,328.9856265854721,177.9954585089753,179.06463922171574,137.83942301540606,10650.0,11890.0,0,1608,2915565.12,1043659.96,2915816.36,1043872.19,4229.725757469197,6767.879007200217,1461,4551,1829,7430,2915565.12,1043659.96,2918148.07,1040310.49,2916436.66,1043146.99,2912118.81,1048358.55,0,0,0,0,0,0,570,732,570,570,732,570,2130,2551,2130,2130,2551,2130
19137a89,dc7f9757,329.03668761992185,329.03668761992185,179.5746259625056,179.2229423240267,176.88064530101747,18014.0,16679.0,7957,6202,3003732.7,1128863.24,3003914.17,1128588.77,7393.9532983715,5636.236475033719,1691,7957,1843,6202,3003906.09,1136255.16,3003732.7,1128863.24,3003740.17,1122955.22,3003914.17,1128588.77,0,0,0,0,0,0,193,189,189,193,189,189,711,708,708,711,708,708
25050f63,eac10e86,329.80780782147,329.84200369247753,178.90438199292691,178.97778251093823,179.38046241482056,10616.0,10868.0,348,347,2889080.38,1025358.5,2889344.88,1025555.51,6822.657276787518,7205.0677911660205,1031,7154,1434,7500,2889117.77,1025198.87,2884459.11,1030183.4,2889314.12,1025703.62,2894333.65,1020534.74,0,0,0,0,0,0,818,785,785,818,785,785,1448,1408,1408,1448,1408,1408
3407f5bf,5aa403d0,331.1933202828652,331.23007260829445,177.6333299711237,178.4268855421309,146.0513635185549,10413.0,10703.0,0,306,2928499.02,1055640.45,2928252.75,1055419.0,4932.229963870348,4338.05276984983,1671,5308,1584,4701,2928499.02,1055640.45,2931661.08,1051855.18,2928293.68,1055361.95,2925377.44,1058573.53,0,0,0,0,0,0,806,800,800,806,800,800,1404,1361,1361,1404,1361,1361
6ea22614,d60430e6,331.5783860563597,331.5885848457084,172.14614852455122,175.66157167580604,175.24822267439905,14226.0,14708.0,4273,4175,2993016.76,1117932.91,2992715.7,1117793.96,7229.0973027064065,3748.143883097292,1923,7893,1665,4175,2991586.52,1121251.89,2994445.86,1114612.31,2993713.9,1114181.18,2992715.7,1117793.96,0,0,0,0,0,0,2882,2484,2484,2882,2484,2484,4553,4176,4176,4553,4176,4176
7a5660b0,e46f4ef4,331.89138464267523,332.00391458565576,178.92708071176136,178.73580496588974,179.85406129448643,13962.0,19724.0,2158,7834,3019753.42,1088690.18,3019444.86,1088567.94,6358.029614589672,8383.447124786895,1938,6935,1735,8929,3020325.34,1087212.4,3018066.64,1093155.7,3016690.68,1095317.82,3019815.13,1087538.36,0,0,0,0,0,0,4817,4386,4386,4093,3663,3663,6936,6751,6751,6936,6751,6751
2b547943,ed6436d6,332.03291674181264,332.04778601879553,178.00961555862068,178.2659737892023,179.8568280970429,16217.0,11655.0,4956,457,3001454.19,1085813.03,3001759.06,1085944.56,4600.275998513589,4396.668303181442,1651,5130,2082,5026,2999757.03,1089901.17,3001521.58,1085652.77,3001779.24,1085910.93,3000234.83,1090027.42,0,0,0,0,0,0,5131,5027,5027,5131,5027,5027,5131,5027,5027,5131,5027,5027
49dbc14c,8255c867,333.14530193283696,333.14530193283696,179.91898014962874,179.5671194041629,178.42455084461642,15703.0,15733.0,5197,5337,2913367.87,1043006.64,2913658.98,1042844.65,4908.556311880422,4819.715449194016,1326,5197,1749,5337,2910241.17,1046790.51,2913367.87,1043006.64,2916734.34,1039133.61,2913658.98,1042844.65,0,0,0,0,0,0,175,174,174,175,174,174,683,685,683,683,685,683
0dd99dc5,86454a6f,333.5009986493298,333.5009986493298,173.37073164172162,173.59440484879332,170.61756943273198,21056.0,21064.0,9181,9099,3004595.84,1081607.67,3004461.28,1081912.82,8645.972724598521,9037.880584877155,1840,9181,1136,9099,3008856.68,1074084.5,3004595.84,1081607.67,3000944.96,1090238.61,3004461.28,1081912.82,0,0,0,0,0,0,168,167,167,168,167,167,669,668,668,669,668,668
1bcb2fcf,e748dd88,334.0065544264405,334.0065544264405,175.1650257290802,175.7062066046506,157.73813273843163,17938.0,17862.0,6201,6263,3012776.3,1099511.44,3012522.2,1099728.22,5692.110927608454,5866.785313448891,1678,6201,1452,6263,3014777.81,1094182.83,3012776.3,1099511.44,3010003.7,1105026.93,3012522.2,1099728.22,0,0,0,0,0,0,178,167,167,178,167,167,691,671,671,691,671,671
466fc788,c6797dd7,336.79071142192606,336.83765837598105,178.56396108175198,178.98897777121553,134.3666037267692,18280.0,11017.0,6856,0,3008290.06,1104150.55,3008578.74,1104324.02,7199.849149982307,5543.59134991024,1570,7766,1617,6280,3011428.41,1098698.12,3007804.65,1104919.55,3008578.74,1104324.02,3011488.06,1099605.2,0,0,0,0,0,0,6063,6281,6063,6063,6281,6063,7767,6281,6281,7767,6281,6281
4c3168cf,b85f7b06,337.70226842584725,337.70679072252415,179.8714831313383,179.3515724262664,18.350066201700542,11229.0,11260.0,52,0,3011624.43,1115513.1,3011927.04,1115363.2,5586.846155435074,5050.844166275567,1625,5958,1650,5452,3011624.07,1115513.04,3011525.13,1121099.01,3011927.04,1115363.2,3012005.16,1110312.96,0,0,0,0,0,0,579,631,579,579,631,579,1161,1210,1161,1161,1210,1161
593876b6,eb06a4e7,338.00946288520726,338.01237092736125,179.90194759285032,179.6457779011646,178.07942701924745,17374.0,11905.0,6365,877,3006319.58,1110884.86,3005983.89,1110924.39,6052.150729294504,5825.002030832418,1524,6365,1844,6378,3006910.23,1116908.12,3006319.58,1110884.86,3005950.27,1110571.44,3006508.83,1116369.6,0,0,0,0,0,0,5846,6379,5846,5846,6379,5846,6366,6379,6366,6366,6379,6366
1bcb2fcf,91db7070,338.34124430808595,338.426797106956,177.73375181362937,178.82304368160845,179.76343450329554,16970.0,12874.0,5233,1300,3013150.62,1098619.28,3013464.52,1098745.54,5692.110927608454,5254.579734383965,1678,6201,1573,5645,3014777.81,1094182.83,3012776.3,1099511.44,3013113.24,1099593.4,3015153.97,1094751.29,0,0,0,0,0,0,5191,5537,5191,5191,5537,5191,6202,5646,5646,6202,5646,5646
94d813a4,ee0300f7,339.29448639800603,339.29448639800603,168.1438149055042,168.27561434061096,169.4596595033881,18692.0,17985.0,6590,6160,3018892.24,1086773.67,3018837.38,1087108.5,6073.233015956094,5666.056213646287,1744,6590,1617,6160,3022165.43,1081657.97,3018892.24,1086773.67,3016829.37,1092406.81,3018837.38,1087108.5,0,0,0,0,0,0,170,164,164,170,164,164,679,666,666,679,666,666
8a9c8932,a0383629,340.1737523679917,340.1737523679917,178.79106402270747,179.77941711358258,177.64071948558282,17060.0,17962.0,6343,7686,2898030.1,1030539.42,2897833.53,1030817.05,6085.16467256228,7232.497558416262,1681,6343,1855,7686,2902061.81,1025981.51,2898030.1,1030539.42,2893157.02,1036334.23,2897833.53,1030817.05,0,0,0,0,0,0,161,161,161,161,161,161,662,661,661,662,661,661
a4cdbb0f,c50b42f6,341.50693375112417,341.50693375112417,177.44881571795122,178.8980018973794,114.38254194022416,10509.0,10146.0,0,0,2889916.52,1026393.02,2889674.09,1026152.49,6514.43731545563,7279.126095747983,1555,6758,1906,7919,2889916.52,1026393.02,2885248.13,1030936.59,2889674.09,1026152.49,2894659.32,1020848.42,0,0,0,0,0,0,558,533,533,558,533,533,1156,1446,1156,1156,1446,1156
2d0c268a,c96c018a,343.47512893935965,343.55054722704654,177.09239126268957,178.2331902044781,113.99017743382396,11356.0,10861.0,686,0,3002616.96,1116790.88,3002283.37,1116872.69,5745.931902363478,7240.460835996604,1739,6288,1443,7678,3002585.95,1116598.81,3002839.16,1122339.16,3002283.37,1116872.69,3002331.63,1109632.39,0,0,0,0,0,0,1119,1096,1096,1119,1096,1096,1719,1664,1664,1719,1664,1664
4f3eb9e9,bd6f0e19,343.56022019453434,343.6975596363035,178.8808360340035,179.61209422354088,179.95530972879752,15227.0,13784.0,3868,3189,3005427.42,1120613.78,3005770.35,1120592.98,5860.2460283679575,6455.528022539988,1214,5910,1839,6978,3005270.45,1116796.89,3005458.44,1122654.12,3005988.13,1123257.02,3005655.06,1116810.09,0,0,0,0,0,0,5911,6099,5911,5911,6099,5911,5911,6979,5911,5911,6979,5911
09053135,2fe023be,345.61101790876194,345.66701028588284,176.25908618140005,176.1799176008475,178.12039723825697,11638.0,11243.0,656,283,2989853.42,1089144.31,2990174.11,1089273.17,7197.02664036337,5488.309316328431,1808,7714,1839,6059,2989780.15,1089331.95,2992322.2,1082598.81,2990180.32,1089270.81,2987910.93,1094267.95,0,0,0,0,0,0,1064,1135,1064,1064,1135,1064,1640,1724,1640,1640,1724,1640
660d9546,a3518960,345.7491605195751,345.7491605195751,179.802910487457,179.80517356377476,176.22850695014958,17750.0,18418.0,6139,6991,3023939.13,1115182.42,3024087.87,1114870.3,5877.068081322664,6328.907992758245,1408,6139,2025,6991,3024009.23,1121059.07,3023939.13,1115182.42,3024034.15,1108541.62,3024087.87,1114870.3,0,0,0,0,0,0,168,165,165,168,165,165,677,678,677,677,678,677
b7fea9ef,ef04658e,350.79344249838914,350.81240870302986,179.6616239340982,179.9498346924104,0.1144067097130621,10105.0,15870.0,87,5597,2938422.82,1068839.51,2938132.14,1068643.14,5033.786921394247,5223.297371909938,1709,5574,1560,5663,2938423.52,1068838.63,2941310.12,1064714.73,2941065.2,1064401.08,2938095.25,1068697.85,0,0,0,0,0,0,5575,5664,5575,5575,5664,5575,5575,5664,5575,5575,5664,5575
a783cc24,ef04658e,352.35031105437747,352.54507300520254,179.09704339100205,179.25706717194078,177.09900564315635,10354.0,15858.0,13,5585,2938430.72,1068830.54,2938138.83,1068633.18,3034.894686821841,5223.297371909938,1386,3274,1560,5663,2938430.18,1068831.37,2940194.94,1066362.32,2941065.2,1064401.08,2938095.25,1068697.85,0,0,0,0,0,0,3275,3419,3275,3275,3419,3275,3275,4045,3275,3275,4045,3275
3c3dbcbc,9d072e4c,354.5609053466027,354.6476032626801,179.0355512664626,178.8383193617943,179.57893039216538,13445.0,16706.0,2287,5444,3001423.59,1097500.99,3001759.93,1097613.19,6391.854506494901,6532.455022891409,1842,6910,1691,6797,3001962.13,1095812.08,2999952.72,1101879.87,3000251.43,1102569.96,3002200.37,1096335.01,0,0,0,0,0,0,6362,6130,6130,6362,6130,6130,6911,6798,6798,6911,6798,6798
c36625df,c9e980e8,354.7838733652749,354.939804755943,179.28233909093936,179.97506248678448,179.91902128327402,15899.0,13326.0,4738,2580,3007649.34,1114711.39,3008002.46,1114677.07,5851.378503028056,5620.777824936577,1644,6385,1903,6261,3007308.96,1110514.58,3007754.52,1116348.97,3008125.42,1116617.17,3007767.65,1111007.79,0,0,0,0,0,0,5655,6262,5655,5655,6262,5655,6386,6262,6262,6386,6262,6262
2ee0235b,af7a59ce,355.4961272642442,355.53854502700204,178.2195413714274,178.62910786641783,170.72331078372162,10805.0,11696.0,164,800,2903579.0,1026115.83,2903313.22,1025879.74,6792.672917269032,4030.0721837830433,1700,7255,1306,4329,2903580.22,1026115.63,2899201.99,1031309.04,2902974.38,1026253.75,2905666.45,1023254.71,0,0,0,0,0,0,1248,1150,1150,1248,1150,1150,1864,1745,1745,1864,1745,1745
4ed93db6,a0b83014,358.51929989890334,358.6354207268248,179.75103878502455,179.89128078747018,179.86857633104646,12846.0,16193.0,2136,5597,3007422.34,1118219.67,3007780.84,1118215.95,5914.786134172615,6265.824495611256,1839,6495,1838,6872,3007332.06,1116661.89,3007503.19,1122574.2,3007914.8,1123205.58,3007760.73,1116941.65,0,0,0,0,0,0,6118,5989,5989,6118,5989,5989,6496,6873,6496,6496,6873,6496
0d99f8e4,368fe682,358.74867539816483,358.74867539816483,179.12424024536563,179.3824518297953,176.15348654924426,17955.0,17145.0,7521,6415,2898357.99,1031287.87,2898541.35,1030979.52,7221.091662380481,6102.378711764904,1699,7521,1480,6415,2893691.37,1036798.48,2898357.99,1031287.87,2902555.72,1026383.45,2898541.35,1030979.52,0,0,0,0,0,0,143,144,143,143,144,143,644,648,644,644,648,644
404c4384,e0079ed1,359.1004601780521,359.1303384568608,179.26451694093046,179.35794040484086,177.76582797279798,10415.0,10616.0,172,505,2956491.1,1085442.24,2956196.48,1085236.93,2139.445898100515,4806.681907563404,1701,2611,1786,5256,2956494.76,1085439.05,2955073.23,1087037.95,2956107.93,1085351.49,2959255.3,1081718.55,0,0,0,0,0,0,1016,947,947,1016,947,947,1597,1546,1546,1597,1546,1546
c2717d4f,e7d0c1de,360.7289400644592,360.74938627831096,177.21987266057153,178.07704030189925,177.08625380146393,11972.0,17242.0,1130,6454,3005797.56,1110901.25,3006157.85,1110883.46,6056.582165958083,5959.511646737575,1961,6681,1744,6454,3005777.26,1110384.44,3006157.57,1116429.07,3006820.11,1116806.06,3006157.85,1110883.46,0,0,0,0,0,0,3964,3537,3537,3964,3537,3537,6682,6455,6455,6682,6455,6455
9ad5410a,fdfd57da,360.9192677038809,360.9192677038809,159.29249890297436,159.0362107543834,158.75476859825434,17240.0,17769.0,5748,7363,3002094.53,1109316.33,3001957.1,1109650.06,5525.224200066538,6678.069077824671,1544,5748,2128,7363,3004110.0,1104171.82,3002094.53,1109316.33,3001877.11,1116327.65,3001957.1,1109650.06,0,0,0,0,0,0,140,147,140,140,147,140,641,656,641,641,656,641
368131f9,a622ce4d,361.3591682798671,361.3591682798671,179.95461885900602,179.9788077156306,177.46370558484654,17978.0,18708.0,6567,8046,2997074.55,1107371.67,2996830.21,1107637.9,6263.814193875855,7630.839461501095,1577,6567,1749,8046,2999315.4,1101522.4,2997074.55,1107371.67,2994094.67,1114761.56,2996830.21,1107637.9,0,0,0,0,0,0,145,146,145,145,146,145,656,659,656,656,659,656
5f4d2a52,ee288beb,367.2027615636408,367.2027615636408,176.68088823618464,177.71453035312857,173.6679095550902,17616.0,16309.0,7111,6189,2996890.04,1121844.61,2996543.29,1121965.45,6651.887687581794,5680.016110540507,1887,7111,1552,6189,2999189.75,1115602.9,2996890.04,1121844.61,2994891.45,1127399.97,2996543.29,1121965.45,0,0,0,0,0,0,179,192,179,179,192,179,729,735,729,729,735,729
4630ab92,9426ec1e,370.9860700887379,370.9860700887379,163.1053571282459,163.2207136407342,162.5249638178339,16657.0,15643.0,5306,3922,3012797.22,1104767.78,3012870.83,1105131.39,4720.30791167261,3666.722550180195,1934,5306,1391,3922,3014485.69,1100359.79,3012797.22,1104767.78,3012610.93,1108788.89,3012870.83,1105131.39,0,0,0,0,0,0,145,133,133,145,133,133,666,638,638,666,638,638
0dd99dc5,41fb0192,371.2052188478618,371.2421649003143,176.1109635610979,176.34074031057318,170.73308242583963,12343.0,16436.0,468,4380,3008826.69,1074139.52,3008491.68,1073979.64,8645.972724598521,4097.232180692386,1840,9181,1408,4380,3008856.68,1074084.5,3004595.84,1081607.67,3006235.36,1077399.63,3008491.68,1073979.64,0,0,0,0,0,0,2429,1817,1817,2429,1817,1817,5438,4381,4381,5438,4381,4381
1944513c,bd6f0e19,371.8827885234136,371.8827885234136,179.9760282717168,179.27592976716664,179.7582283953439,17458.0,17573.0,6598,6978,3005734.86,1116446.87,3005655.06,1116810.09,5965.504662918459,6455.528022539988,1877,6598,1839,6978,3005424.58,1110489.44,3005734.86,1116446.87,3005988.13,1123257.02,3005655.06,1116810.09,0,0,0,0,0,0,133,133,133,133,133,133,638,637,637,638,637,637
a3f71395,c03d4aed,372.1281248442453,372.3236013202412,165.70394050516478,166.0403234737245,179.61415901304716,13187.0,12354.0,840,233,2947341.24,1015184.88,2947015.31,1015005.3,6790.487189370295,5855.637938619639,1497,7039,1734,6374,2947635.85,1014655.5,2944401.82,1020626.41,2947010.73,1015005.78,2948441.74,1009327.69,0,0,0,0,0,0,801,904,801,801,904,801,1777,1864,1777,1777,1864,1777
44a94013,dc7da28f,375.5858177567949,375.5858177567949,179.4532490155395,179.4453632612195,160.34429003318584,10465.0,10089.0,0,0,2891012.98,1027725.15,2890976.5,1027351.34,6266.242737981165,6071.184306212375,1589,6491,1898,6671,2891012.98,1027725.15,2886505.26,1032077.88,2890976.5,1027351.34,2895303.46,1023092.62,0,0,0,0,0,0,302,694,302,302,694,302,924,1311,924,924,1311,924
16e4a047,7e208414,377.6772744023975,377.6772744023975,154.56888830968407,153.91588963843714,153.8443179395552,17039.0,17215.0,5683,5731,3010854.87,1104829.56,3010641.31,1105141.06,5192.773781727733,5432.88915253188,1553,5683,1506,5731,3012880.98,1100048.37,3010854.87,1104829.56,3010875.02,1110568.92,3010641.31,1105141.06,0,0,0,0,0,0,124,144,124,124,144,124,629,674,629,629,674,629
1aaf1da0,512943b2,379.1465154792415,379.1465154792415,158.2948850257403,159.85761017364183,163.00358032037803,17690.0,17466.0,6320,6680,3004739.06,1110654.64,3004501.27,1110949.95,5835.320754414367,6145.922783927544,1517,6320,1652,6680,3006646.69,1105139.94,3004739.06,1110654.64,3004782.61,1117089.43,3004501.27,1110949.95,0,0,0,0,0,0,128,145,128,128,145,128,639,679,639,639,679,639
14a53cb3,8a89da23,384.0125940640869,384.0311650111789,178.0309391206419,178.27504668499168,175.6253103184773,11034.0,16126.0,607,5574,2914036.15,1037200.5,2913749.47,1036945.0,8217.624452729367,5195.748694432784,1861,8779,1640,5574,2914117.55,1037110.65,2908789.74,1043367.15,2910246.93,1040782.71,2913749.47,1036945.0,0,0,0,0,0,0,5216,4549,4549,5216,4549,4549,6696,5575,5575,6696,5575,5575
06df5958,10a1281a,384.64756466177937,384.6791396734909,178.28513480607504,178.07091895262252,179.67411180966997,11269.0,11444.0,497,847,2903763.51,1026932.03,2904062.24,1027174.34,4707.550069123003,6874.020940970427,1530,5038,1744,7352,2903605.04,1027075.94,2906775.06,1023595.71,2904336.64,1026905.39,2899861.89,1032123.51,0,0,0,0,0,0,1218,1351,1218,1218,1351,1218,1855,1977,1855,1855,1977,1855
